datetime,open_time,spread,leg1_qty,leg2_qty,equity,leg1_notional,leg2_notional,total_mm,margin_ratio,drawdown
2026-05-02 04:24:00+00:00,1777695840000,15.86999999999989,-6.0,6.0,10541.361320199952,277.0098,27.60576,0.0,inf,-0.013879095360970317
2026-05-02 04:25:00+00:00,1777695900000,15.739999999999782,-6.0,6.0,10542.141320199953,277.00199999999995,27.60576,0.0,inf,-0.013806128095903203
2026-05-02 04:26:00+00:00,1777695960000,15.769999999999527,-6.0,6.0,10541.961320199955,277.00199999999995,27.605580000000003,0.0,inf,-0.013822966695533956
2026-05-02 04:27:00+00:00,1777696020000,15.729999999999563,-6.0,6.0,10542.201320199954,277.0014,27.60576,0.0,inf,-0.013800515229359545
2026-05-02 04:28:00+00:00,1777696080000,15.75,-6.0,6.0,10542.081320199952,277.0014,27.605639999999998,0.0,inf,-0.013811740962446972
2026-05-02 04:29:00+00:00,1777696140000,16.039999999999964,-6.0,6.0,10540.341320199952,277.0014,27.6039,0.0,inf,-0.013974514092211843
2026-05-02 04:30:00+00:00,1777696200000,16.050000000000182,-6.0,6.0,10540.28132019995,277.00199999999995,27.6039,0.0,inf,-0.013980126958755612
2026-05-02 04:31:00+00:00,1777696260000,16.0,-6.0,6.0,10540.581320199952,276.99899999999997,27.6039,0.0,inf,-0.013952062626037431
2026-05-02 04:32:00+00:00,1777696320000,16.0,-6.0,6.0,10540.581320199952,276.9996,27.60396,0.0,inf,-0.013952062626037431
2026-05-02 04:33:00+00:00,1777696380000,16.019999999999527,-6.0,6.0,10540.461320199955,276.9996,27.60384,0.0,inf,-0.013963288359124415
2026-05-02 04:34:00+00:00,1777696440000,16.01000000000022,-6.0,6.0,10540.52132019995,276.9996,27.6039,0.0,inf,-0.0139576754925812
2026-05-02 04:35:00+00:00,1777696500000,16.019999999999527,-6.0,6.0,10540.461320199955,276.9996,27.60384,0.0,inf,-0.013963288359124415
2026-05-02 04:36:00+00:00,1777696560000,16.0,-6.0,6.0,10540.581320199952,277.0002,27.604020000000002,0.0,inf,-0.013952062626037431
2026-05-02 04:37:00+00:00,1777696620000,16.020000000000437,-6.0,6.0,10540.46132019995,277.0002,27.6039,0.0,inf,-0.013963288359124859
2026-05-02 04:38:00+00:00,1777696680000,15.970000000000255,-6.0,6.0,10540.76132019995,276.9978,27.60396,0.0,inf,-0.013935224026406678
2026-05-02 04:39:00+00:00,1777696740000,16.01000000000022,-6.0,6.0,10540.52132019995,277.0002,27.60396,0.0,inf,-0.0139576754925812
2026-05-02 04:40:00+00:00,1777696800000,15.990000000000691,-6.0,6.0,10540.641320199948,276.9984,27.6039,0.0,inf,-0.013946449759494217
2026-05-02 04:41:00+00:00,1777696860000,15.980000000000473,-6.0,6.0,10540.701320199949,276.9978,27.6039,0.0,inf,-0.013940836892950448
2026-05-02 04:42:00+00:00,1777696920000,15.970000000000255,-6.0,6.0,10540.76132019995,276.9984,27.604020000000002,0.0,inf,-0.013935224026406678
2026-05-02 04:43:00+00:00,1777696980000,15.63000000000011,-6.0,6.0,10542.801320199951,276.97679999999997,27.6039,0.0,inf,-0.013744386563923627
